RowID	TableID	RhymeSegment	page	row_in_source	raw_text	rhyme_raw	OC_RhymeGroup	tones_raw	rhyme_tokens	tone_tokens	rhyme_numbers	source	alignment_issue	notes	image_refs
ROW_P200_T001_p200_r0004	P200_T001	17	200	4	親、使 真、之部 平—上	親、使	真、之部	平—上	親 | 使	平 | 上		"《爲吏治官及黔
首》"		"{""cells"": [""17"", ""親、使"", ""真、之部"", ""平—上"", """"], ""cells_with_img_placeholders"": [""17"", ""親、使"", ""真、之部"", ""平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0005	P200_T001	17	200	5	固、去 魚部 去—去		魚部	固、去 去—去		固 | 去 | 去 | 去		"《爲吏治官及黔
首》"		"{""cells"": ["""", ""固、去"", ""魚部"", ""去—去"", """"], ""cells_with_img_placeholders"": ["""", ""固、去"", ""魚部"", ""去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0006	P200_T001	17	200	6	指、齊 脂部 上—平	指、齊	脂部	上—平	指 | 齊	上 | 平		"《爲吏治官及黔
首》"		"{""cells"": ["""", ""指、齊"", ""脂部"", ""上—平"", """"], ""cells_with_img_placeholders"": ["""", ""指、齊"", ""脂部"", ""上—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0007	P200_T001	18	200	7	歸、追、遺 微部 平—平—平	歸、追、遺	微部	平—平—平	歸 | 追 | 遺	平 | 平 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""18"", ""歸、追、遺"", ""微部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""18"", ""歸、追、遺"", ""微部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0008	P200_T001	18	200	8	賞、行、長 陽部 上—上	賞、行、長	陽部	上—上	賞 | 行 | 長	上 | 上		"《爲吏治官及黔
首》"	1	"{""cells"": ["""", ""賞、行、長"", ""陽部"", ""上—上"", """"], ""cells_with_img_placeholders"": ["""", ""賞、行、長"", ""陽部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0009	P200_T001	19	200	9	利、死 質、脂部 去—平	利、死	質、脂部	去—平	利 | 死	去 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""19"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""19"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0010	P200_T001	20	200	10	身、鄰 真部 平—平	身、鄰	真部	平—平	身 | 鄰	平 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""20"", ""身、鄰"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""20"", ""身、鄰"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0012	P200_T001	1	200	12	鳥、羅、何 魚、歌部 上—平—平 《公子從軍》	鳥、羅、何	魚、歌部	上—平—平	鳥 | 羅 | 何	上 | 平 | 平		《公子從軍》		"{""cells"": [""1"", ""鳥、羅、何"", ""魚、歌部"", ""上—平—平"", ""《公子從軍》""], ""cells_with_img_placeholders"": [""1"", ""鳥、羅、何"", ""魚、歌部"", ""上—平—平"", ""《公子從軍》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0013	P200_T001	2	200	13	樟、英 陽部 平—平	樟、英	陽部	平—平	樟 | 英	平 | 平		《公子從軍》		"{""cells"": [""2"", ""樟、英"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""2"", ""樟、英"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0014	P200_T001	3	200	14	羽、所、雨 魚部 上—上—上	羽、所、雨	魚部	上—上—上	羽 | 所 | 雨	上 | 上 | 上		《公子從軍》		"{""cells"": [""3"", ""羽、所、雨"", ""魚部"", ""上—上—上"", """"], ""cells_with_img_placeholders"": [""3"", ""羽、所、雨"", ""魚部"", ""上—上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0015	P200_T001	4	200	15	發、勶、月 月部 入—入—入 《魯九次問數於 陳起》	發、勶、月	月部	入—入—入	發 | 勶 | 月	入 | 入 | 入		"《魯九次問數於
陳起》"		"{""cells"": [""4"", ""發、勶、月"", ""月部"", ""入—入—入"", ""《魯九次問數於\n陳起》""], ""cells_with_img_placeholders"": [""4"", ""發、勶、月"", ""月部"", ""入—入—入"", ""《魯九次問數於\n陳起》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0016	P200_T001	4	200	16	晦、紀 之部 去—上	晦、紀	之部	去—上	晦 | 紀	去 | 上		"《魯九次問數於
陳起》"		"{""cells"": ["""", ""晦、紀"", ""之部"", ""去—上"", """"], ""cells_with_img_placeholders"": ["""", ""晦、紀"", ""之部"", ""去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0017	P200_T001	5	200	17	毁、垂 微、歌部 上—平	毁、垂	微、歌部	上—平	毁 | 垂	上 | 平		"《魯九次問數於
陳起》"		"{""cells"": [""5"", ""毁、垂"", ""微、歌部"", ""上—平"", """"], ""cells_with_img_placeholders"": [""5"", ""毁、垂"", ""微、歌部"", ""上—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0018	P200_T001	5	200	18	倍、起 之部 上—上	倍、起	之部	上—上	倍 | 起	上 | 上		"《魯九次問數於
陳起》"		"{""cells"": ["""", ""倍、起"", ""之部"", ""上—上"", """"], ""cells_with_img_placeholders"": ["""", ""倍、起"", ""之部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0019	P200_T001	6	200	19	行、病、當、亡 陽部 平—去—上—平	行、病、當、亡	陽部	平—去—上—平	行 | 病 | 當 | 亡	平 | 去 | 上 | 平		"《魯九次問數於
陳起》"		"{""cells"": [""6"", ""行、病、當、亡"", ""陽部"", ""平—去—上—平"", """"], ""cells_with_img_placeholders"": [""6"", ""行、病、當、亡"", ""陽部"", ""平—去—上—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0020	P200_T001	7	200	20	始、市、有 之部 上—上—上	始、市、有	之部	上—上—上	始 | 市 | 有	上 | 上 | 上		"《魯九次問數於
陳起》"		"{""cells"": [""7"", ""始、市、有"", ""之部"", ""上—上—上"", """"], ""cells_with_img_placeholders"": [""7"", ""始、市、有"", ""之部"", ""上—上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0021	P200_T001	8	200	21	草、首 幽部 上—上 《醫方雜抄》	草、首	幽部	上—上	草 | 首	上 | 上		《醫方雜抄》		"{""cells"": [""8"", ""草、首"", ""幽部"", ""上—上"", ""《醫方雜抄》""], ""cells_with_img_placeholders"": [""8"", ""草、首"", ""幽部"", ""上—上"", ""《醫方雜抄》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0022	P200_T001	8	200	22	實、室、疾、室 質部 入—入—入—入	實、室、疾、室	質部	入—入—入—入	實 | 室 | 疾 | 室	入 | 入 | 入 | 入		《醫方雜抄》		"{""cells"": ["""", ""實、室、疾、室"", ""質部"", ""入—入—入—入"", """"], ""cells_with_img_placeholders"": ["""", ""實、室、疾、室"", ""質部"", ""入—入—入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0023	P200_T001	9	200	23	母、時、期、之 之部 上—平—平—平	母、時、期、之	之部	上—平—平—平	母 | 時 | 期 | 之	上 | 平 | 平 | 平		《醫方雜抄》		"{""cells"": [""9"", ""母、時、期、之"", ""之部"", ""上—平—平—平"", """"], ""cells_with_img_placeholders"": [""9"", ""母、時、期、之"", ""之部"", ""上—平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0024	P200_T001	10	200	24	校、姚 幽、宵部 去—平	校、姚	幽、宵部	去—平	校 | 姚	去 | 平		《醫方雜抄》		"{""cells"": [""10"", ""校、姚"", ""幽、宵部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""10"", ""校、姚"", ""幽、宵部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0025	P200_T001	11	200	25	里、已 之部 上—上	里、已	之部	上—上	里 | 已	上 | 上		《醫方雜抄》		"{""cells"": [""11"", ""里、已"", ""之部"", ""上—上"", """"], ""cells_with_img_placeholders"": [""11"", ""里、已"", ""之部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0026	P200_T001	11	200	26	移、偽 歌部 平—去	移、偽	歌部	平—去	移 | 偽	平 | 去		《醫方雜抄》		"{""cells"": ["""", ""移、偽"", ""歌部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""移、偽"", ""歌部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0027	P200_T001	11	200	27	恿、 東部 上—上	恿、	東部	上—上	恿	上 | 上		《醫方雜抄》	1	"{""cells"": ["""", ""恿、"", ""東部"", ""上—上"", """"], ""cells_with_img_placeholders"": ["""", ""恿、"", ""東部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0028	P200_T001	12	200	28	幾、吉、吉、吉、 壹、七、頡、吉、 四、八、栗 質部 平—入—入— 入—入—入— 入—入—去— 入—入 《禹九策》	"幾、吉、吉、吉、
壹、七、頡、吉、
四、八、栗"	質部	"平—入—入—
入—入—入—
入—入—去—
入—入"	幾 | 吉 | 吉 | 吉 | 壹 | 七 | 頡 | 吉 | 四 | 八 | 栗	平 | 入 | 入 | 入 | 入 | 入 | 入 | 入 | 去 | 入 | 入		《禹九策》		"{""cells"": [""12"", ""幾、吉、吉、吉、\n壹、七、頡、吉、\n四、八、栗"", ""質部"", ""平—入—入—\n入—入—入—\n入—入—去—\n入—入"", ""《禹九策》""], ""cells_with_img_placeholders"": [""12"", ""幾、吉、吉、吉、\n壹、七、頡、吉、\n四、八、栗"", ""質部"", ""平—入—入—\n入—入—入—\n入—入—去—\n入—入"", ""《禹九策》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0029	P200_T001	13	200	29	光、黃、旁、當、 明 陽部 平—平—平— 平—平	"光、黃、旁、當、
明"	陽部	"平—平—平—
平—平"	光 | 黃 | 旁 | 當 | 明	平 | 平 | 平 | 平 | 平		《禹九策》		"{""cells"": [""13"", ""光、黃、旁、當、\n明"", ""陽部"", ""平—平—平—\n平—平"", """"], ""cells_with_img_placeholders"": [""13"", ""光、黃、旁、當、\n明"", ""陽部"", ""平—平—平—\n平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0030	P200_T001	14	200	30	夫、纑、涂、餘 魚部 平—平—平—平	夫、纑、涂、餘	魚部	平—平—平—平	夫 | 纑 | 涂 | 餘	平 | 平 | 平 | 平		《禹九策》		"{""cells"": [""14"", ""夫、纑、涂、餘"", ""魚部"", ""平—平—平—平"", """"], ""cells_with_img_placeholders"": [""14"", ""夫、纑、涂、餘"", ""魚部"", ""平—平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0031	P200_T001	15	200	31	奇、池、可、莪 歌部 平—平—上—平	奇、池、可、莪	歌部	平—平—上—平	奇 | 池 | 可 | 莪	平 | 平 | 上 | 平		《禹九策》		"{""cells"": [""15"", ""奇、池、可、莪"", ""歌部"", ""平—平—上—平"", """"], ""cells_with_img_placeholders"": [""15"", ""奇、池、可、莪"", ""歌部"", ""平—平—上—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0032	P200_T001	15	200	32	兄、詇 陽部 平—去	兄、詇	陽部	平—去	兄 | 詇	平 | 去		《禹九策》		"{""cells"": ["""", ""兄、詇"", ""陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""兄、詇"", ""陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0033	P200_T001	16	200	33	舍、禹 魚部 上—上	舍、禹	魚部	上—上	舍 | 禹	上 | 上		《禹九策》		"{""cells"": [""16"", ""舍、禹"", ""魚部"", ""上—上"", """"], ""cells_with_img_placeholders"": [""16"", ""舍、禹"", ""魚部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0034	P200_T001	17	200	34	平、清、嬰 耕部 平—平—平		耕部	平、清、嬰 平—平—平		平 | 清 | 嬰 | 平 | 平 | 平		《禹九策》		"{""cells"": [""17"", ""平、清、嬰"", ""耕部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""17"", ""平、清、嬰"", ""耕部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0035	P200_T001	18	200	35	䌛、囚 宵、幽部 平—平	䌛、囚	宵、幽部	平—平	䌛 | 囚	平 | 平		《禹九策》		"{""cells"": [""18"", ""䌛、囚"", ""宵、幽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""18"", ""䌛、囚"", ""宵、幽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0036	P200_T001	19	200	36	流、求、膠 幽、宵部 平—平—平	流、求、膠	幽、宵部	平—平—平	流 | 求 | 膠	平 | 平 | 平		《禹九策》		"{""cells"": [""19"", ""流、求、膠"", ""幽、宵部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""19"", ""流、求、膠"", ""幽、宵部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p200_001
ROW_P200_T001_p200_r0037	P200_T001	20	200	37	行、䖟 陽部 平—平	行、䖟	陽部	平—平	行 | 䖟	平 | 平		《禹九策》		"{""cells"": [""20"", ""行、䖟"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""20"", ""行、䖟"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p200_001
ROW_P201_T001_p201_r0001	P201_T001	20	201	1	神、人 真部 平—平	神、人	真部	平—平	神 | 人	平 | 平		《禹九策》		"{""cells"": ["""", ""神、人"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": ["""", ""神、人"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0002	P201_T001	20	201	2	雨、姐 魚部 上—上	雨、姐	魚部	上—上	雨 | 姐	上 | 上		《禹九策》		"{""cells"": ["""", ""雨、姐"", ""魚部"", ""上—上"", """"], ""cells_with_img_placeholders"": ["""", ""雨、姐"", ""魚部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0003	P201_T001	20	201	3	色、國 職部 入—入	色、國	職部	入—入	色 | 國	入 | 入		《禹九策》		"{""cells"": ["""", ""色、國"", ""職部"", ""入—入"", """"], ""cells_with_img_placeholders"": ["""", ""色、國"", ""職部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0004	P201_T001	21	201	4	葛、貝、大、㸬 月部 入—去—去—去	葛、貝、大、㸬	月部	入—去—去—去	葛 | 貝 | 大 | 㸬	入 | 去 | 去 | 去		《禹九策》		"{""cells"": [""21"", ""葛、貝、大、㸬"", ""月部"", ""入—去—去—去"", """"], ""cells_with_img_placeholders"": [""21"", ""葛、貝、大、㸬"", ""月部"", ""入—去—去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0005	P201_T001	22	201	5	䦱、 、左 歌部 上—上—上	䦱、 、左	歌部	上—上—上	䦱 | 左	上 | 上 | 上		《禹九策》	1	"{""cells"": [""22"", ""䦱、 、左"", ""歌部"", ""上—上—上"", """"], ""cells_with_img_placeholders"": [""22"", ""䦱、 、左"", ""歌部"", ""上—上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0006	P201_T001	23	201	6	神、人 真部 平—平	神、人	真部	平—平	神 | 人	平 | 平		《禹九策》		"{""cells"": [""23"", ""神、人"", ""真部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""23"", ""神、人"", ""真部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0007	P201_T001	24	201	7	、行、處 鐸、陽、魚部 入—平—上	、行、處	鐸、陽、魚部	入—平—上	行 | 處	入 | 平 | 上		《禹九策》	1	"{""cells"": [""24"", ""、行、處"", ""鐸、陽、魚部"", ""入—平—上"", """"], ""cells_with_img_placeholders"": [""24"", ""、行、處"", ""鐸、陽、魚部"", ""入—平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0008	P201_T001	24	201	8	曲、哭 屋部 入—入	曲、哭	屋部	入—入	曲 | 哭	入 | 入		《禹九策》		"{""cells"": ["""", ""曲、哭"", ""屋部"", ""入—入"", """"], ""cells_with_img_placeholders"": ["""", ""曲、哭"", ""屋部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0009	P201_T001	25	201	9	、狄 脂、錫部 入—入	、狄	脂、錫部	入—入	狄	入 | 入		《禹九策》	1	"{""cells"": [""25"", ""、狄"", ""脂、錫部"", ""入—入"", """"], ""cells_with_img_placeholders"": [""25"", ""、狄"", ""脂、錫部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0010	P201_T001	26	201	10	流、憂、囚 幽部 平—平—平	流、憂、囚	幽部	平—平—平	流 | 憂 | 囚	平 | 平 | 平		《禹九策》		"{""cells"": [""26"", ""流、憂、囚"", ""幽部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""26"", ""流、憂、囚"", ""幽部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0011	P201_T001	27	201	11	栗、實、室 質部 入—入—入	栗、實、室	質部	入—入—入	栗 | 實 | 室	入 | 入 | 入		《禹九策》		"{""cells"": [""27"", ""栗、實、室"", ""質部"", ""入—入—入"", """"], ""cells_with_img_placeholders"": [""27"", ""栗、實、室"", ""質部"", ""入—入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0012	P201_T001	28	201	12	鼓、吾 魚部 上—平	鼓、吾	魚部	上—平	鼓 | 吾	上 | 平		《禹九策》		"{""cells"": [""28"", ""鼓、吾"", ""魚部"", ""上—平"", """"], ""cells_with_img_placeholders"": [""28"", ""鼓、吾"", ""魚部"", ""上—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0013	P201_T001	28	201	13	瑣、奇、可 歌部 上—平—上	瑣、奇、可	歌部	上—平—上	瑣 | 奇 | 可	上 | 平 | 上		《禹九策》		"{""cells"": ["""", ""瑣、奇、可"", ""歌部"", ""上—平—上"", """"], ""cells_with_img_placeholders"": ["""", ""瑣、奇、可"", ""歌部"", ""上—平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0014	P201_T001	28	201	14	清（靜）、定、 命 耕部 去—去—去	"清（靜）、定、
命"	耕部	去—去—去	清（靜） | 定 | 命	去 | 去 | 去		《禹九策》		"{""cells"": ["""", ""清（靜）、定、\n命"", ""耕部"", ""去—去—去"", """"], ""cells_with_img_placeholders"": ["""", ""清（靜）、定、\n命"", ""耕部"", ""去—去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0015	P201_T001	29	201	15	羊、兄 陽部 平—平	羊、兄	陽部	平—平	羊 | 兄	平 | 平		《禹九策》		"{""cells"": [""29"", ""羊、兄"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""29"", ""羊、兄"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0016	P201_T001	30	201	16	畀、室 質部 去—入	畀、室	質部	去—入	畀 | 室	去 | 入		《禹九策》		"{""cells"": [""30"", ""畀、室"", ""質部"", ""去—入"", """"], ""cells_with_img_placeholders"": [""30"", ""畀、室"", ""質部"", ""去—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0017	P201_T001	30	201	17	在、喜 之部 上—上	在、喜	之部	上—上	在 | 喜	上 | 上		《禹九策》		"{""cells"": ["""", ""在、喜"", ""之部"", ""上—上"", """"], ""cells_with_img_placeholders"": ["""", ""在、喜"", ""之部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0018	P201_T001	31	201	18	胃、畏、既 微、物部 去—去—去	胃、畏、既	微、物部	去—去—去	胃 | 畏 | 既	去 | 去 | 去		《禹九策》		"{""cells"": [""31"", ""胃、畏、既"", ""微、物部"", ""去—去—去"", """"], ""cells_with_img_placeholders"": [""31"", ""胃、畏、既"", ""微、物部"", ""去—去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0019	P201_T001	32	201	19	阬、病、輅 陽、鐸部 去—去—去	阬、病、輅	陽、鐸部	去—去—去	阬 | 病 | 輅	去 | 去 | 去		《禹九策》		"{""cells"": [""32"", ""阬、病、輅"", ""陽、鐸部"", ""去—去—去"", """"], ""cells_with_img_placeholders"": [""32"", ""阬、病、輅"", ""陽、鐸部"", ""去—去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0020	P201_T001	33	201	20	夢、每 蒸、之部 平—上	夢、每	蒸、之部	平—上	夢 | 每	平 | 上		《禹九策》		"{""cells"": [""33"", ""夢、每"", ""蒸、之部"", ""平—上"", """"], ""cells_with_img_placeholders"": [""33"", ""夢、每"", ""蒸、之部"", ""平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
ROW_P201_T001_p201_r0021	P201_T001	33	201	21	行、行、軲 陽、魚部 平—平—平	行、行、軲	陽、魚部	平—平—平	行 | 行 | 軲	平 | 平 | 平		《禹九策》		"{""cells"": ["""", ""行、行、軲"", ""陽、魚部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": ["""", ""行、行、軲"", ""陽、魚部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p201_001,IMG_p201_002,IMG_p201_003,IMG_p201_004,IMG_p201_005
